fighter,mma_record,height,weight,reach,stance,dob,sig_str_per_min,sig_str_acc,sig_str_absorbed_per_min,sig_str_def,td_avg,td_acc,td_def,sub_avg
Rob Emerson,Record: 18-12-0 (1 NC),175.3,Lightweight,177.8,Orthodox,1981-07-30,2.50,30%,2.83,64%,2.02,52%,65%,0.4
Rob Font,Record: 20-6-0,172.7,Bantamweight,180.3,Orthodox,1987-06-25,6.46,46%,4.03,56%,1.01,36%,55%,0.4
Rob Kimmons,Record: 25-9-0,177.8,Middleweight,185.4,Orthodox,1981-01-30,1.86,48%,4.79,38%,2.08,46%,25%,2.4
Rob MacDonald,Record: 5-4-0,190.5,Lightheavyweight,198.1,Orthodox,1978-09-05,1.80,50%,2.04,46%,7.19,80%,80%,5.4
Rob McCullough,Record: 19-8-0,175.3,Lightweight,175.3,Orthodox,1977-05-26,2.47,36%,2.84,59%,0.46,100%,68%,0.0
Rob Sinclair,Record: 13-5-0,172.7,Lightweight,,,1980-02-20,1.20,33%,1.73,73%,0.00,0%,50%,0.0
Rob Wilkinson,Record: 11-2-0,190.5,Middleweight,203.2,Orthodox,1992-02-22,2.74,50%,5.66,39%,4.47,25%,0%,0.0
Rob Yundt,Record: 9-5-0,185.4,Middleweight,,Orthodox,1980-05-05,1.37,41%,2.55,31%,2.94,100%,0%,0.0
Robbie Lawler,Record: 29-16-0 (1 NC),180.3,Welterweight,188.0,Southpaw,1982-03-20,3.83,46%,4.67,59%,0.65,64%,65%,0.0
Robbie Ring,Record: 6-0-0,,Featherweight,,,2000-07-14,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Robert Breslin,Record: 3-9-0,180.3,Lightweight,,,,2.21,46%,3.50,66%,1.38,100%,50%,0.0
Robert Densley,Record: 9-10-0,175.3,Lightweight,,,,1.81,47%,0.40,60%,0.00,0%,50%,0.0
Robert Drysdale,Record: 7-0-0 (1 NC),190.5,Lightheavyweight,,Orthodox,1981-10-05,0.00,0%,0.00,0%,7.32,100%,0%,21.9
Robert Lucarelli,Record: 0-1-0,188.0,Heavyweight,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Robert McDaniel,Record: 28-10-0,190.5,Middleweight,190.5,Southpaw,1983-05-03,1.64,44%,1.98,56%,0.93,50%,50%,1.4
Robert Peralta,Record: 18-8-0 (1 NC),172.7,Featherweight,180.3,Orthodox,1986-03-14,3.76,44%,2.97,53%,0.59,66%,65%,0.0
Robert Sanchez,Record: 8-2-0,167.6,Flyweight,167.6,Orthodox,1986-03-05,0.96,40%,1.78,46%,3.61,62%,50%,0.7
Robert Whiteford,Record: 14-4-0,175.3,Featherweight,175.3,Southpaw,1983-04-12,2.33,46%,1.99,62%,1.90,30%,45%,0.0
Robert Whittaker,Record: 25-6-0,182.9,Middleweight,185.4,Orthodox,1990-12-20,4.48,42%,3.26,61%,0.82,37%,84%,0.0
Roberta Rovel,Record: 4-1-0,172.7,Featherweight,,,,0.87,46%,3.00,26%,0.00,0%,100%,0.0
Roberto Traven,Record: 6-4-1,190.5,Heavyweight,,Orthodox,1968-09-16,0.92,50%,2.77,57%,0.00,0%,0%,0.0
Rocky Lee,Record: 3-2-0,175.3,Featherweight,,Orthodox,1987-04-08,2.47,51%,5.33,44%,1.00,10%,33%,0.0
Rocky Long,Record: 21-37-1,,Featherweight,,,1978-02-18,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rodney Faverus,Record: 25-20-3 (1 NC),182.9,Lightheavyweight,,Southpaw,,2.30,53%,1.60,54%,4.50,100%,25%,0.0
Rodney Wallace,Record: 26-15-1,175.3,Lightheavyweight,182.9,Switch,1981-11-21,1.13,46%,3.44,45%,6.00,54%,28%,1.0
Rodolfo Bellato,Record: 8-2-0,190.5,Lightheavyweight,190.5,Orthodox,1996-02-05,2.09,42%,4.88,50%,1.74,33%,0%,1.7
Rodolfo Marques Diniz,Record: 23-9-1,167.6,Bantamweight,,,1984-01-23,1.08,32%,2.36,33%,0.00,0%,50%,1.8
Rodolfo Rubio Perez,Record: 10-16-1,165.1,Featherweight,,Orthodox,1987-01-29,1.13,36%,1.00,62%,2.00,33%,33%,0.0
Rodolfo Vieira,Record: 9-2-0,182.9,Middleweight,185.4,Orthodox,1989-09-25,3.36,54%,4.84,48%,3.70,26%,100%,1.4
Rodrigo Damm,Record: 13-9-0,170.2,Lightweight,180.3,Orthodox,1980-02-03,3.50,36%,5.61,57%,0.44,16%,80%,0.3
Rodrigo Gracie,Record: 6-2-1,182.9,Welterweight,,Orthodox,1975-04-11,1.34,51%,0.86,46%,1.49,50%,75%,0.4
Rodrigo Gripp de Sousa,Record: 7-9-0,180.3,Lightheavyweight,,Orthodox,,0.48,23%,4.81,52%,0.00,0%,0%,9.6
Rodrigo Lidio,Record: 12-3-0,180.3,Lightweight,185.4,Orthodox,1989-07-07,0.97,50%,0.00,100%,0.00,0%,50%,0.0
Rodrigo Nascimento,Record: 10-1-0 (1 NC),188.0,Heavyweight,203.2,Orthodox,1992-11-26,4.20,49%,4.60,40%,1.58,41%,75%,0.9
Rodrigo Ruas,Record: 4-5-1 (1 NC),177.8,Middleweight,,Orthodox,1977-10-06,1.28,35%,7.00,41%,0.00,0%,0%,0.0
Rodrigo de Lima,Record: 8-3-1,170.2,Lightweight,,Orthodox,1991-03-12,1.29,33%,5.50,32%,2.66,36%,0%,1.3
Roger Bowling,Record: 12-6-0 (1 NC),175.3,Lightweight,172.7,Orthodox,1982-12-05,3.90,47%,3.86,51%,3.09,43%,27%,0.9
Roger Carroll,Record: 16-14-0,177.8,Welterweight,,,,7.62,61%,10.48,43%,0.00,0%,100%,0.0
Roger Gracie,Record: 8-2-0,193.0,Middleweight,200.7,Orthodox,1981-09-26,1.78,35%,1.79,61%,1.87,53%,60%,1.9
Roger Hollett,Record: 13-5-0,180.3,Lightheavyweight,,Orthodox,1978-10-08,1.83,47%,6.47,34%,1.00,28%,30%,0.0
Roger Huerta,Record: 23-9-1 (1 NC),175.3,Lightweight,177.8,Orthodox,1983-05-20,3.64,36%,2.33,56%,2.13,46%,52%,0.5
Roger Narvaez,Record: 8-3-0,190.5,Middleweight,,Southpaw,1983-09-09,2.12,37%,3.32,64%,0.00,0%,50%,0.9
Roger Zapata,Record: 4-2-0,180.3,Welterweight,,Southpaw,1986-05-09,2.60,51%,2.13,36%,0.00,0%,81%,1.4
Rogerio Bontorin,Record: 16-4-0 (2 NC),165.1,Flyweight,170.2,Orthodox,1992-04-25,2.63,52%,3.27,50%,2.90,60%,51%,1.0
Rogerio Nogueira,Record: 23-10-0,188.0,Lightheavyweight,190.5,Southpaw,1976-06-02,2.43,35%,2.34,59%,0.64,44%,62%,0.8
Roland Delorme,Record: 9-5-0 (1 NC),175.3,Bantamweight,180.3,Orthodox,1983-12-18,2.28,44%,4.32,40%,2.51,34%,42%,1.6
Roland Payne,Record: 0-1-0,175.3,Lightheavyweight,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rolando Bedoya,Record: 14-2-0,180.3,Welterweight,188.0,Orthodox,1997-01-13,9.93,71%,8.67,54%,0.00,0%,0%,0.0
Rolando Delgado,Record: 11-6-1,190.5,Lightweight,195.6,Orthodox,1981-11-22,1.56,40%,1.83,62%,1.17,22%,0%,3.5
Rolando Dy,Record: 9-7-1 (1 NC),172.7,Featherweight,175.3,Orthodox,1990-08-11,3.04,37%,4.47,52%,0.30,20%,68%,0.0
Rolando Perez,Record: 7-5-2,172.7,Bantamweight,,Orthodox,,4.23,36%,4.83,63%,0.00,0%,100%,0.0
Roldan Sangcha'an,Record: 4-2-0,162.6,Flyweight,,Orthodox,1990-12-04,2.71,46%,2.15,51%,1.94,60%,68%,0.0
Rolles Gracie,Record: 8-4-0,193.0,Heavyweight,,Orthodox,1978-07-14,2.30,32%,3.38,55%,2.30,10%,0%,0.0
Roman Bogatov,Record: 10-1-0,172.7,Lightweight,185.4,Orthodox,1990-12-15,3.33,42%,4.40,44%,1.00,9%,50%,0.0
Roman Bravo-Young,Record: 0-1-0,,Lightheavyweight,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Roman Dolidze,Record: 12-2-0,188.0,Middleweight,193.0,Orthodox,1988-07-15,3.02,44%,3.01,55%,1.72,50%,33%,1.7
Roman Kopylov,Record: 10-2-0,182.9,Middleweight,190.5,Southpaw,1991-05-04,4.54,50%,3.96,60%,0.62,50%,89%,0.0
Roman Mitichyan,Record: 8-3-0,177.8,Welterweight,,Orthodox,1978-09-04,0.26,16%,2.70,43%,1.93,100%,25%,1.9
Roman Salazar,Record: 10-6-0 (1 NC),170.2,Bantamweight,,Orthodox,1988-02-21,1.95,39%,2.89,57%,1.77,18%,50%,0.0
Roman Zentsov,Record: 18-12-0,185.4,Heavyweight,,Orthodox,1973-09-10,1.18,36%,0.53,70%,1.60,100%,33%,3.2
Romie Aram,Record: 7-1-0,177.8,Welterweight,,Orthodox,1977-12-02,1.80,35%,2.83,50%,2.50,62%,83%,0.0
Ron Faircloth,Record: 33-20-0 (1 NC),175.3,Lightheavyweight,,Orthodox,1979-08-16,0.39,40%,8.90,42%,0.00,0%,0%,0.0
Ron Fields,Record: 28-32-1,188.0,Middleweight,,Orthodox,1974-11-18,0.33,33%,2.64,11%,0.00,0%,0%,0.0
Ron Henderson,Record: 4-3-0,177.8,Flyweight,,,,2.53,25%,3.60,48%,1.00,20%,0%,0.0
Ron Keslar,Record: 11-9-0,,Middleweight,,,,0.00,0%,2.05,60%,0.00,0%,100%,7.7
Ron Sparks,Record: 8-3-0,195.6,Heavyweight,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ron Stallings,Record: 14-8-0 (1 NC),188.0,Welterweight,190.5,Southpaw,1983-01-25,3.22,60%,3.26,51%,0.00,0%,71%,0.0
Ron Waterman,Record: 16-6-2,188.0,Heavyweight,,Orthodox,1965-11-23,0.84,50%,1.37,42%,4.19,69%,50%,2.8
Ron van Clief,Record: 0-1-0,177.8,Middleweight,,Orthodox,1943-01-25,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ronal Siahaan,Record: 7-1-0,170.2,Flyweight,180.3,Southpaw,1996-05-05,0.46,66%,4.49,25%,0.00,0%,25%,0.0
Ronald Carillo,Record: 4-2-0,,Flyweight,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ronald Jhun,Record: 24-26-2,180.3,Welterweight,,Orthodox,1970-09-21,1.45,57%,3.01,50%,1.81,100%,100%,0.0
Ronaldo Candido,Record: 6-0-0,167.6,Flyweight,,Southpaw,1989-04-24,1.67,42%,3.87,52%,8.00,53%,0%,5.0
Ronda Rousey,Record: 12-2-0,170.2,Bantamweight,167.6,Orthodox,1987-02-01,4.17,52%,4.14,44%,6.26,68%,50%,4.8
Rongzhu,Record: 23-5-0,175.3,Lightweight,182.9,Orthodox,2000-03-07,4.27,47%,6.38,44%,3.64,62%,100%,0.0
Ronnie Lawrence,Record: 8-2-0 (1 NC),172.7,Bantamweight,172.7,Switch,1992-06-13,2.78,56%,1.75,52%,6.75,77%,45%,0.2
Ronny Markes,Record: 17-5-0,185.4,Middleweight,190.5,Orthodox,1988-04-21,2.17,53%,2.43,45%,3.13,40%,100%,0.5
Rony Jason,Record: 14-7-0 (1 NC),170.2,Featherweight,185.4,Orthodox,1984-03-21,2.04,44%,3.14,53%,0.59,30%,36%,0.8
Rony Sefo,Record: 0-2-0,175.3,Heavyweight,,Orthodox,,0.00,0%,0.43,0%,0.00,0%,0%,0.0
Ronys Torres,Record: 35-5-0,170.2,Lightweight,,Orthodox,1975-08-13,0.87,26%,1.93,57%,4.00,47%,16%,0.5
Roosevelt Roberts,Record: 10-3-0 (1 NC),188.0,Lightweight,185.4,Orthodox,1994-02-11,3.14,44%,3.12,53%,1.44,29%,58%,0.9
Roque Martinez,Record: 15-8-2,177.8,Heavyweight,182.9,Orthodox,1986-03-04,3.28,53%,4.90,56%,0.38,50%,53%,0.4
Rory MacDonald,Record: 19-4-0,182.9,Welterweight,193.0,Orthodox,1989-07-22,3.75,42%,2.80,62%,1.77,47%,88%,0.4
Rory Markham,Record: 17-6-0,182.9,Welterweight,180.3,Orthodox,1982-03-25,1.98,21%,10.27,45%,0.00,0%,0%,0.0
Rory Singer,Record: 11-9-0,188.0,Middleweight,195.6,Orthodox,1976-05-28,2.55,39%,2.42,63%,0.39,25%,64%,0.8
Rose Namajunas,Record: 12-5-0,165.1,Flyweight,165.1,Orthodox,1992-06-29,3.66,40%,3.50,60%,1.61,57%,60%,0.6
Roshan Mainam,Record: 6-3-0,,Bantamweight,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Roshaun Jones,Record: 2-6-0,172.7,Bantamweight,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rosi Sexton,Record: 13-5-0,160.0,Bantamweight,,Orthodox,1977-07-16,3.31,39%,7.42,41%,0.75,10%,80%,0.0
Ross Ebanez,Record: 20-10-0 (3 NC),175.3,Lightweight,,Southpaw,1975-05-18,0.74,50%,0.74,62%,3.70,100%,0%,0.0
Ross Pearson,Record: 20-16-0 (1 NC),172.7,Lightweight,175.3,Orthodox,1984-09-26,3.68,40%,4.09,62%,0.74,35%,75%,0.0
Ross Pointon,Record: 6-17-0,172.7,Welterweight,,Orthodox,1980-02-18,2.62,23%,2.77,58%,1.19,100%,0%,0.0
Rostem Akman,Record: 6-2-0,177.8,Welterweight,182.9,Switch,1991-12-19,1.80,25%,3.97,57%,1.00,40%,87%,0.0
Rousimar Palhares,Record: 19-8-0,172.7,Welterweight,180.3,Orthodox,1980-02-26,1.75,51%,2.04,59%,3.93,45%,0%,4.1
Roxanne Modafferi,Record: 25-21-0,170.2,Flyweight,175.3,Orthodox,1982-09-24,3.35,30%,5.70,51%,1.35,23%,30%,0.1
Roy Boughton,Record: 14-8-0,182.9,Lightheavyweight,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Roy Jones,Record: 7-5-0,,Lightheavyweight,,,1983-10-26,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Roy Nelson,Record: 22-14-0,182.9,Heavyweight,185.4,Orthodox,1976-06-20,2.18,36%,4.79,46%,1.14,27%,65%,0.1
Roybert Echeverria,Record: 7-1-0,165.1,Flyweight,170.2,Switch,1995-08-21,2.95,53%,2.52,57%,0.00,0%,71%,2.6
Royce Alger,Record: 3-2-0,177.8,Middleweight,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Royce Gracie,Record: 15-2-3,185.4,Welterweight,,Southpaw,1966-12-12,0.88,41%,1.13,37%,0.00,0%,66%,0.8
Royler Gracie,Record: 5-5-1,172.7,Featherweight,,Southpaw,1965-12-06,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Royston Wee,Record: 4-1-0,170.2,Bantamweight,170.2,Orthodox,1986-11-15,1.10,60%,2.45,49%,3.38,81%,0%,0.0
Ruan Potts,Record: 11-6-0,188.0,Heavyweight,190.5,Orthodox,1978-02-23,0.85,37%,5.92,22%,0.75,16%,33%,2.3
Ruben Villareal,Record: 22-28-3,193.0,Heavyweight,,Orthodox,1970-05-01,5.18,53%,4.86,35%,0.00,0%,0%,0.0
Rubens Xavier,Record: 5-3-0,190.5,Lightheavyweight,,Orthodox,,0.77,42%,1.82,21%,2.10,40%,25%,1.1
Rubin Williams,Record: 0-1-0,185.4,Middleweight,,Orthodox,1976-04-09,0.00,0%,1.39,60%,0.00,0%,0%,0.0
Rudy Bears,Record: 16-15-0,180.3,Welterweight,,Southpaw,,1.27,29%,2.53,50%,0.00,0%,0%,0.0
Rudyard Moncayo,Record: 0-3-0,177.8,Middleweight,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rulon Gardner,Record: 1-0-0,190.5,Heavyweight,,Orthodox,1971-08-16,2.05,25%,1.45,60%,0.75,100%,100%,0.0
Ruslan Magomedov,Record: 14-1-0,190.5,Heavyweight,198.1,Orthodox,1986-11-26,4.02,47%,1.47,66%,0.33,100%,88%,0.0
Russell Doane,Record: 15-8-0,170.2,Bantamweight,177.8,Orthodox,1986-08-13,1.75,40%,1.68,53%,2.11,45%,52%,0.8
Russell Patrick,Record: 6-4-0,175.3,Featherweight,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rustam Khabilov,Record: 24-4-0,172.7,Lightweight,185.4,Orthodox,1986-11-04,1.98,34%,2.16,65%,3.95,41%,61%,0.1
Ryan Bader,Record: 23-5-0,188.0,Lightheavyweight,188.0,Orthodox,1983-06-07,2.82,43%,1.39,71%,3.37,44%,80%,0.4
Ryan Bastianelli,Record: 6-7-0 (1 NC),165.1,Bantamweight,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryan Benoit,Record: 10-8-0,165.1,Flyweight,172.7,Orthodox,1989-08-25,2.88,39%,3.65,58%,0.28,22%,72%,0.4
Ryan Couture,Record: 11-5-0,177.8,Lightweight,185.4,Orthodox,1982-08-27,3.54,45%,2.87,54%,1.55,29%,46%,1.3
Ryan Diaz,Record: 13-14-0,,Featherweight,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryan Gracie,Record: 5-2-0,175.3,Middleweight,,Orthodox,1974-08-14,0.82,61%,0.50,40%,2.83,75%,25%,0.9
Ryan Hall,Record: 9-2-0,177.8,Featherweight,177.8,Southpaw,1985-02-22,2.38,50%,1.33,65%,0.22,9%,0%,2.2
Ryan Hayes,Record: 7-6-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryan Healy,Record: 25-14-1,185.4,Lightweight,,Orthodox,1983-07-20,1.67,35%,3.00,38%,3.00,50%,40%,1.0
Ryan Janes,Record: 10-3-0,190.5,Middleweight,193.0,Orthodox,1981-08-22,7.69,48%,5.53,59%,0.35,100%,58%,0.0
Ryan Jensen,Record: 21-8-0,185.4,Middleweight,193.0,Orthodox,1977-09-20,2.84,39%,2.99,59%,1.55,50%,31%,1.9
Ryan Jimmo,Record: 19-5-0,185.4,Lightheavyweight,185.4,Orthodox,1981-11-27,3.12,66%,2.77,46%,0.45,28%,87%,0.0
Ryan Keenan,Record: 6-2-0,177.8,Welterweight,,,1985-06-15,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryan LaFlare,Record: 14-3-0,185.4,Welterweight,188.0,Southpaw,1983-10-01,2.89,40%,1.86,63%,2.13,44%,58%,0.2
Ryan Larson,Record: 6-2-0,,Welterweight,,,1980-12-30,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryan MacDonald,Record: 10-2-0,180.3,Bantamweight,180.3,Switch,1993-03-18,2.28,29%,6.49,45%,0.00,0%,0%,0.0
Ryan Madigan,Record: 5-3-0,182.9,Welterweight,,Orthodox,,0.00,0%,3.35,47%,0.00,0%,0%,0.0
Ryan McGillivray,Record: 12-0-1,180.3,Welterweight,,,1986-09-27,1.27,20%,2.20,52%,0.00,0%,44%,0.0
Ryan McGivern,Record: 13-7-0,182.9,Middleweight,,Orthodox,1980-01-17,2.22,29%,2.22,57%,0.00,0%,0%,0.0
Ryan Parker,Record: 0-1-0,190.5,Heavyweight,,Southpaw,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryan Quinn,Record: 13-7-1,172.7,Featherweight,,,,2.31,41%,1.67,48%,0.00,0%,0%,1.9
Ryan Roberts,Record: 21-12-1 (1 NC),167.6,Lightweight,,Orthodox,1978-07-16,0.00,0%,22.50,45%,0.00,0%,0%,0.0
Ryan Spann,Record: 21-8-0,195.6,Lightheavyweight,200.7,Orthodox,1991-08-24,3.28,44%,3.32,48%,1.64,37%,45%,1.9
Ryan Stonitsch,Record: 8-1-0,175.3,Welterweight,,Southpaw,1977-02-03,2.53,36%,2.53,71%,0.00,0%,0%,0.0
Ryan Thomas,Record: 20-8-0,182.9,Welterweight,,Orthodox,1984-11-05,2.01,36%,4.17,30%,5.59,33%,0%,2.2
Ryan Tobar,Record: 3-3-0,,Lightweight,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryo Chonan,Record: 22-13-0,175.3,Welterweight,177.8,Orthodox,1976-10-08,2.57,43%,2.25,60%,0.61,41%,39%,0.3
Ryo Kawamura,Record: 18-9-4,180.3,Lightheavyweight,,Orthodox,1981-06-29,0.60,16%,3.93,39%,0.00,0%,6%,0.0
Ryuichi Murata,Record: 8-3-1,172.7,Welterweight,,Orthodox,,0.84,36%,1.89,50%,4.74,50%,100%,3.2
Ryuki Ueyama,Record: 12-18-5 (1 NC),180.3,Welterweight,,Southpaw,1976-04-17,0.13,21%,1.40,46%,0.50,100%,0%,1.5
Ryuta Sakurai,Record: 24-24-6,170.2,Welterweight,,Orthodox,,1.80,48%,3.44,58%,0.52,100%,36%,1.6
Saad Awad,Record: 20-9-0,180.3,Lightweight,,,1983-06-07,2.13,26%,1.87,60%,0.50,16%,100%,0.5
Sabah Homasi,Record: 11-8-0,182.9,Welterweight,182.9,Orthodox,1988-10-19,4.98,48%,6.91,47%,2.80,50%,66%,0.0
Sabina Mazo,Record: 9-4-0,170.2,Flyweight,177.8,Orthodox,1997-03-25,6.10,43%,4.35,57%,0.65,80%,59%,0.2
Saeed Hosseini,Record: 0-1-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sage Northcutt,Record: 11-2-0,182.9,Welterweight,180.3,Orthodox,1996-03-01,3.58,52%,1.96,58%,1.81,34%,41%,0.6
Sai Wang,Record: 20-6-1,182.9,Welterweight,,Southpaw,1986-01-14,3.17,46%,2.27,53%,0.00,0%,77%,0.0
Said Nurmagomedov,Record: 17-3-0,172.7,Bantamweight,177.8,Orthodox,1992-04-05,3.54,47%,2.15,56%,1.03,16%,65%,1.2
Saidyokub Kakhramonov,Record: 10-3-0,172.7,Bantamweight,175.3,Orthodox,1995-11-14,2.05,51%,0.88,58%,6.63,48%,83%,1.9
Saimon Oliveira,Record: 18-5-0,162.6,Bantamweight,182.9,Orthodox,1991-04-21,2.82,41%,3.91,48%,1.21,25%,35%,1.6
Sako Chivitchian,Record: 8-1-0,180.3,Lightweight,,,1984-03-11,2.40,27%,4.80,46%,0.00,0%,100%,0.0
Salim Touahri,Record: 10-4-0,177.8,Welterweight,182.9,Orthodox,1989-09-28,2.60,46%,2.87,58%,0.00,0%,83%,0.0
Salvador Becerra,Record: 5-2-0,175.3,Lightweight,,,,4.57,31%,3.83,58%,0.00,0%,66%,0.0
Salvador Woods,Record: 8-17-0,180.3,Welterweight,,,1985-02-05,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sam Adkins,Record: 7-20-2,190.5,Heavyweight,,Orthodox,1965-04-26,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sam Alvey,Record: 33-18-1 (1 NC),188.0,Middleweight,190.5,Southpaw,1986-05-06,3.28,44%,3.63,52%,0.06,14%,82%,0.1
Sam Fulton,Record: 0-2-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sam Greco,Record: 3-1-1,188.0,Lightheavyweight,,Orthodox,1967-05-03,2.40,75%,1.33,53%,0.00,0%,25%,1.0
Sam Hoger,Record: 10-4-0,188.0,Lightheavyweight,,Orthodox,1980-06-28,1.07,25%,2.25,57%,1.12,38%,29%,1.3
Sam Hughes,Record: 8-5-0,165.1,Flyweight,162.6,Orthodox,1992-06-28,3.79,46%,4.23,54%,1.12,41%,57%,0.0
Sam Liera,Record: 12-10-0,,,,,,0.82,60%,7.36,51%,0.00,0%,66%,0.0
Sam Oropeza,Record: 13-3-0,188.0,Welterweight,,,,7.68,56%,1.44,70%,3.60,33%,100%,0.0
Sam Patterson,Record: 10-2-1,190.5,Lightweight,198.1,Orthodox,1996-04-30,2.56,36%,3.98,44%,0.00,0%,33%,2.8
Sam Sicilia,Record: 15-8-0,172.7,Featherweight,170.2,Orthodox,1986-02-01,2.46,33%,3.55,59%,1.45,43%,70%,0.9
Sam Spengler,Record: 9-5-0,180.3,Middleweight,,Orthodox,,3.27,62%,3.27,54%,1.75,11%,75%,1.8
Sam Stout,Record: 20-12-1,175.3,Lightweight,177.8,Orthodox,1984-04-23,4.17,28%,4.08,57%,0.63,38%,77%,0.1
Sam Watford,Record: 2-2-0,,Lightweight,,,,0.13,18%,0.73,62%,2.00,40%,60%,1.0
Samandar Murodov,Record: 8-0-0,185.4,Welterweight,190.5,Orthodox,1999-08-28,3.41,80%,0.80,0%,3.01,100%,0%,3.0
Sammy Morgan,Record: 18-12-0,177.8,Welterweight,,Orthodox,1981-09-28,1.05,22%,3.74,40%,1.43,20%,0%,0.5
Samy Schiavo,Record: 10-6-0,172.7,Lightweight,,Orthodox,1975-12-24,1.68,34%,2.62,38%,0.94,50%,66%,0.9
Sanae Kikuta,Record: 31-9-3 (1 NC),175.3,Middleweight,,Orthodox,1971-09-10,0.70,45%,0.90,52%,1.60,63%,25%,1.8
Sandra Lavado,Record: 10-3-0,170.2,Flyweight,167.6,Orthodox,1994-05-03,0.87,37%,2.67,34%,0.00,0%,33%,0.0
Sanford Alton Meeks,Record: 1-1-0,195.6,Heavyweight,190.5,Orthodox,1994-04-05,0.71,42%,4.47,38%,7.06,25%,0%,0.0
SangHoon Yoo,Record: 8-2-0,182.9,Welterweight,188.0,Orthodox,1990-01-18,5.00,66%,7.27,27%,1.00,100%,75%,1.0
SangWon Kim,Record: 10-5-1,175.3,Featherweight,175.3,Orthodox,1993-09-01,3.88,70%,2.84,51%,0.00,0%,40%,0.0
Sangwook Kim,Record: 8-2-0,182.9,Lightweight,182.9,Orthodox,1993-10-17,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Santiago Ponzinibbio,Record: 30-7-0,182.9,Welterweight,185.4,Orthodox,1986-09-26,4.90,41%,4.67,61%,0.48,30%,60%,0.0
Santo Curatolo,Record: 6-2-0,160.0,Flyweight,157.5,Southpaw,1995-01-18,1.40,39%,6.07,34%,2.00,33%,100%,0.0
Saparbeg Safarov,Record: 9-3-0,185.4,Middleweight,198.1,Orthodox,1986-10-14,4.03,48%,2.96,47%,2.52,41%,33%,0.0
Sara McMann,Record: 13-6-0,167.6,Bantamweight,167.6,Orthodox,1980-09-24,2.26,46%,1.92,47%,4.38,65%,50%,0.5
Sarah Alpar,Record: 9-6-0,162.6,Bantamweight,160.0,Southpaw,1991-06-01,2.36,44%,6.06,38%,1.61,26%,20%,0.4
Sarah D'alelio,Record: 11-7-0,170.2,Featherweight,,,1980-12-13,2.40,33%,0.00,100%,0.00,0%,100%,0.0
Sarah Frota,Record: 9-2-0,167.6,Flyweight,175.3,Southpaw,1987-04-14,4.52,52%,2.57,55%,0.00,0%,53%,0.0
Sarah Kaufman,Record: 18-4-0 (1 NC),165.1,Bantamweight,167.6,Orthodox,1985-09-20,6.65,46%,4.00,62%,0.38,57%,81%,0.0
Sarah Moras,Record: 6-8-0,170.2,Bantamweight,170.2,Orthodox,1988-04-30,2.28,34%,3.58,50%,0.67,21%,33%,0.8
Sarah Payant,Record: 1-4-0,162.6,Flyweight,,,,0.29,16%,2.06,30%,0.00,0%,0%,0.0
Sasha Palatnikov,Record: 6-4-0,185.4,Welterweight,182.9,Switch,1989-03-15,6.69,53%,5.44,52%,0.72,100%,70%,0.0
Satoru Kitaoka,Record: 40-14-9,167.6,Lightweight,,,1980-02-04,0.68,33%,2.15,45%,0.62,10%,27%,2.1
Satoshi Honma,Record: 4-6-3,185.4,Lightheavyweight,,Orthodox,1968-05-19,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Satoshi Ishii,Record: 15-8-1,180.3,Heavyweight,,Orthodox,1986-12-19,1.41,36%,1.58,63%,3.47,52%,100%,1.6
Saul Elizondo,Record: 6-8-0,170.2,Bantamweight,,,1985-07-17,2.07,30%,4.93,48%,2.00,100%,66%,1.0
